date,tx_volume_usd
2011-03-05,31208.3646090186
2011-03-06,34653.6590440184
2011-03-07,33292.6939945509
2011-03-08,54794.4247013618
2011-03-09,88074.8325110879
2011-03-10,140411.301888
2011-03-11,63571.4485814842
2011-03-12,67375.3193125335
2011-03-13,47741.0693632456
2011-03-14,136059.169973991
2011-03-15,69857.959199328
2011-03-16,65572.091980992
2011-03-17,71784.4038977165
2011-03-18,65170.673574
2011-03-19,42299.7372
2011-03-20,40848.7307101824
2011-03-21,47217.8176707456
2011-03-22,59666.927081052
2011-03-23,94301.9341869312
2011-03-24,75721.6674177536
2011-03-25,56282.50755
2011-03-26,112570.021186934
2011-03-27,48335.54199264
2011-03-28,57720.2313250089
2011-03-29,46543.108356192
2011-03-30,45450.24949392
2011-03-31,54709.40104704
2011-04-01,40891.555531016
2011-04-02,43015.256
2011-04-03,26880.709439992
2011-04-04,72338.31754112
2011-04-05,44486.5554210077
2011-04-06,28279.8972
2011-04-07,48903.3846749925
2011-04-08,45202.8639459072
2011-04-09,47869.133679
2011-04-10,37017.8149318208
2011-04-11,40870.4866898688
2011-04-12,60258.2793966108
2011-04-13,65569.8699556128
2011-04-14,88048.5406674588
2011-04-15,53470.9932399706
2011-04-16,190077.515066737
2011-04-17,755347.565075
2011-04-18,79033.2563243292
2011-04-19,2136033.33162563
2011-04-20,684716.896498524
2011-04-21,108090.690092508
2011-04-22,143802.591016597
2011-04-23,131344.208205288
2011-04-24,92837.5118176769
2011-04-25,88128.1714538231
2011-04-26,115672.841959532
2011-04-27,170498.867833897
2011-04-28,162973.607374544
2011-04-29,559191.015360202
2011-04-30,898044.222348371
2011-05-01,290363.061957194
2011-05-02,221238.306086035
2011-05-03,374971.175413762
2011-05-04,608822.71757527
2011-05-05,304130.537701407
2011-05-06,355406.281248867
2011-05-07,343592.061632376
2011-05-08,291003.299657625
2011-05-09,277316.651125289
2011-05-10,477192.633927963
2011-05-11,576071.732143705
2011-05-12,620978.112264708
2011-05-13,2165446.02479371
2011-05-14,6043338.54167242
2011-05-15,1875060.75015349
2011-05-16,1144066.6701694
2011-05-17,623902.240374298
2011-05-18,665373.501174484
2011-05-19,443972.4565012
2011-05-20,543316.483903357
2011-05-21,2870608.93255572
2011-05-22,1673286.80762236
2011-05-23,619627.048335705
2011-05-24,486373.138281166
2011-05-25,490468.580801272
2011-05-26,690567.883884612
2011-05-27,3150703.9478684
2011-05-28,412417.245462506
2011-05-29,534122.540549794
2011-05-30,452600.533288996
2011-05-31,664318.815737923
2011-06-01,633843.119571606
2011-06-02,874657.808407553
2011-06-03,1703030.01467965
2011-06-04,1294393.03564407
2011-06-05,1733708.31298934
2011-06-06,1991827.5993856
2011-06-07,1523742.33151693
2011-06-08,4425441.50301674
2011-06-09,4370227.64672276
2011-06-10,4228078.69222764
2011-06-11,4155921.70424969
2011-06-12,18153841.748203
2011-06-13,4140612.86550715
2011-06-14,6455876.33391818
2011-06-15,2727724.65333776
2011-06-16,3409788.05959035
2011-06-17,2771632.42666994
2011-06-18,1601727.55788995
2011-06-19,15437882.9968861
2011-06-20,1618541.93204128
2011-06-21,2024526.86355687
2011-06-22,1460721.5735665
2011-06-23,7547246.95846115
2011-06-24,1477353.33749956
2011-06-25,1968666.10313153
2011-06-26,1366154.62870368
2011-06-27,2220498.65949649
2011-06-28,1976506.9173533
2011-06-29,1346345.4095328
2011-06-30,1624680.15933342
2011-07-01,1684555.69487359
2011-07-02,1494932.73511047
2011-07-03,723908.225142588
2011-07-04,1221812.25238647
2011-07-05,1456460.75921806
2011-07-06,1160180.08797143
2011-07-07,861991.99211725
2011-07-08,820606.124700516
2011-07-09,783251.875949622
2011-07-10,932825.84226697
2011-07-11,954773.156121495
2011-07-12,819879.48524485
2011-07-13,802475.967202219
2011-07-14,747156.017040433
2011-07-15,653480.795209949
2011-07-16,643472.845445355
2011-07-17,704092.050643027
2011-07-18,2794117.77402732
2011-07-19,924274.886362752
2011-07-20,794041.150657596
2011-07-21,752848.212332908
2011-07-22,917648.66373393
2011-07-23,619020.686904765
2011-07-24,650251.67229485
2011-07-25,995007.937184791
2011-07-26,940064.977532378
2011-07-27,791093.717581378
2011-07-28,1506883.27900808
2011-07-29,918282.285815598
2011-07-30,673707.231122994
2011-07-31,776636.566960289
2011-08-01,1275098.10017564
2011-08-02,948805.806667089
2011-08-03,1257398.02275948
2011-08-04,1073763.29466526
2011-08-05,1332652.9188727
2011-08-06,1167463.86176516
2011-08-07,1082531.72748791
2011-08-08,1615819.07599116
2011-08-09,683817.064307488
2011-08-10,721037.546316007
2011-08-11,643738.345246823
2011-08-12,585380.277059873
2011-08-27,11243506.2040723
2011-08-28,356899.143746344
2011-08-29,460437.666427141
2011-08-30,425676.03786025
2011-08-31,469359.782158526
2011-09-01,505956.240423197
2011-09-02,470740.501938584
2011-09-03,352914.835509761
2011-09-04,642336.484351838
2011-09-05,707242.178885574
2011-09-06,672957.432444304
2011-09-07,1116161.53089513
2011-09-08,487106.689110592
2011-09-09,1025995.85315855
2011-09-10,413447.325286955
2011-09-11,4982653.95209721
2011-09-12,659128.735268019
2011-09-13,403275.612279467
2011-09-14,461287.989829988
2011-09-15,470180.625358861
2011-09-16,461448.441117702
2011-09-17,353473.702577796
2011-09-18,293308.951666173
2011-09-19,367941.964065607
2011-09-20,509530.093605519
2011-09-21,766488.465352123
2011-09-22,460343.188085137
2011-09-23,406182.45142012
2011-09-24,337880.218153272
2011-09-25,320702.558953691
2011-09-26,338462.891663134
2011-09-27,463530.22837844
2011-09-28,310309.458138945
2011-09-29,257251.475776284
2011-09-30,302636.757167051
2011-10-01,405346.619266214
2011-10-02,267766.312444207
2011-10-03,305170.127794899
2011-10-04,396881.127812391
2011-10-05,441657.650459167
2011-10-06,719178.1770117
2011-10-07,705027.908763821
2011-10-08,323812.405924202
2011-10-09,321624.950390258
2011-10-10,280818.459594194
2011-10-11,365462.53163678
2011-10-12,289729.916742614
2011-10-13,311694.657723412
2011-10-14,387212.044081071
2011-10-15,289287.523977176
2011-10-16,262120.015882619
2011-10-17,546249.916322498
2011-10-18,316508.233112804
2011-10-19,326955.96517028
2011-10-20,252299.326538468
2011-10-21,245130.100223546
2011-10-22,293124.943439042
2011-10-23,346280.287414133
2011-10-24,408246.365240596
2011-10-25,293120.455099484
2011-10-26,364225.9405602
2011-10-27,220161.50290072
2011-10-28,409362.198198977
2011-10-29,675046.832499618
2011-10-30,218674.813371046
2011-10-31,422184.315950946
2011-11-01,364502.895724076
2011-11-02,453098.217741033
2011-11-03,382635.955242567
2011-11-04,463387.031367349
2011-11-05,314611.380298243
2011-11-06,216624.759413863
2011-11-07,227183.787158691
2011-11-08,508129.112298153
2011-11-09,906998.193823093
2011-11-10,443976.676512709
2011-11-11,366520.23470334
2011-11-12,393280.569708042
2011-11-13,212630.261097518
2011-11-14,516031.451714887
2011-11-15,466487.804319984
2011-11-16,3958489.68441193
2011-11-17,8011693.71772681
2011-11-18,6103507.28094735
2011-11-19,6700983.97838719
2011-11-20,383029.880230905
2011-11-21,11550958.9906883
2011-11-22,11955911.2253934
2011-11-23,2756718.67321403
2011-11-24,439839.0484764
2011-11-25,469794.929392377
2011-11-26,439308.776337877
2011-11-27,2759258.77454982
2011-11-28,6713573.61011337
2011-11-29,7939371.76108426
2011-11-30,22301188.7358864
2011-12-01,5014326.41686034
2011-12-02,14698307.9784718
2011-12-03,11571331.9549878
2011-12-04,8629726.22234824
2011-12-05,8409840.66115524
2011-12-06,17280806.3931887
2011-12-07,17625150.6143183
2011-12-08,10515805.4790474
2011-12-09,2782000.20281972
2011-12-10,974759.084806434
2011-12-11,943117.497473611
2011-12-12,1086086.30410293
2011-12-13,480389.926553682
2011-12-14,476067.164832582
2011-12-15,494798.540293355
2011-12-16,584591.56345392
2011-12-17,469359.984071991
2011-12-18,260578.174255616
2011-12-19,582248.419855939
2011-12-20,897518.771558781
2011-12-21,808890.94271991
2011-12-22,596466.509857226
2011-12-23,448283.796461561
2011-12-24,338998.812403876
2011-12-25,337841.067873954
2011-12-26,497723.152344881
2011-12-27,403104.173694993
2011-12-28,454371.016797058
2011-12-29,572718.565504192
2011-12-30,507273.019965287
2011-12-31,384181.599691138
2012-01-01,1016109.60348159
2012-01-02,750882.954566502
2012-01-03,603798.242946443
2012-01-04,749546.240210008
2012-01-05,1614569.13141018
2012-01-06,1155595.18982879
2012-01-07,733406.227286602
2012-01-08,793834.343762752
2012-01-09,1352314.31187276
2012-01-10,873346.299114045
2012-01-11,862381.079312273
2012-01-12,930071.668495901
2012-01-13,1229394.47891623
2012-01-14,931220.051016199
2012-01-15,611980.157889447
2012-01-16,1155826.01149403
2012-01-17,1461674.77133785
2012-01-18,882686.322529924
2012-01-19,1260501.9360373
2012-01-20,815380.861875807
2012-01-21,583815.496705815
2012-01-22,466919.08515857
2012-01-23,533520.808615462
2012-01-24,1083628.089298
2012-01-25,1081231.15976596
2012-01-26,977920.914682665
2012-01-27,791223.481316662
2012-01-28,638920.961055081
2012-01-29,644283.829273082
2012-01-30,519850.638908687
2012-01-31,595116.324898326
2012-02-01,937948.18716031
2012-02-02,780934.773456489
2012-02-03,844182.256734416
2012-02-04,888416.832089223
2012-02-05,712632.793326838
2012-02-06,801919.106397907
2012-02-07,671519.478356299
2012-02-08,651589.38209022
2012-02-09,525363.000730939
2012-02-10,664203.97852178
2012-02-11,890076.433954039
2012-02-12,720424.348872986
2012-02-13,1249668.8685039
2012-02-14,1894019.82676494
2012-02-15,2530999.66385552
2012-02-16,1260810.80213878
2012-02-17,892942.321258268
2012-02-18,624073.643272822
2012-02-19,415301.154086855
2012-02-20,545044.458513806
2012-02-21,584084.917376865
2012-02-22,648769.178871728
2012-02-23,669857.728119003
2012-02-24,976467.833778759
2012-02-25,871111.254412448
2012-02-26,489795.822509099
2012-02-27,609935.817464499
2012-02-28,621646.089403684
2012-02-29,595104.641079619
2012-03-01,1160954.76410335
2012-03-02,1051236.3878789
2012-03-03,665583.227447003
2012-03-04,446400.491682323
2012-03-05,517621.038341257
2012-03-06,679332.295986019
2012-03-07,632043.024182883
2012-03-08,632341.440017053
2012-03-09,612102.592265017
2012-03-10,470192.94700191
2012-03-11,501600.710688858
2012-03-12,609927.412286286
2012-03-13,891087.238093244
2012-03-14,950931.809700197
2012-03-15,704474.73318921
2012-03-16,814140.252390682
2012-03-17,500645.391792479
2012-03-18,529828.681013244
2012-03-19,784159.394566203
2012-03-20,873378.858160288
2012-03-21,872603.037269469
2012-03-22,736604.536396074
2012-03-23,635702.489761539
2012-03-24,524181.999744316
2012-03-25,742724.673444083
2012-03-26,742634.221157357
2012-03-27,719473.620823036
2012-03-28,714431.027174953
2012-03-29,874838.491557661
2012-03-30,676790.752434445
2012-03-31,628402.16699802
2012-04-01,482191.024836737
2012-04-02,951019.191583148
2012-04-03,822665.200328098
2012-04-04,1003628.1456809
2012-04-05,669644.455746416
2012-04-06,1031189.3862134
2012-04-07,568101.433824496
2012-04-08,439943.326910316
2012-04-09,1740391.61965584
2012-04-10,1197893.76481562
2012-04-11,962066.527496613
2012-04-12,1188636.74998592
2012-04-13,1040506.04099636
2012-04-14,823389.234609171
2012-04-15,502712.117054138
2012-04-16,1136250.40979623
2012-04-17,890218.107085534
2012-04-18,1003656.12636387
2012-04-19,1238943.27614805
2012-04-20,1564026.9073259
2012-04-21,1064328.23087649
2012-04-22,908052.664813849
2012-04-23,727326.530829254
2012-04-24,903934.574809139
2012-04-25,1057405.46403475
2012-04-26,1158867.0583574
2012-04-27,868905.013322784
2012-04-28,718889.947510832
2012-04-29,856573.685652331
2012-04-30,709339.662700691
2012-05-01,904540.7570389
2012-05-02,1060008.18904683
2012-05-03,858768.393890214
2012-05-04,972245.944977999
2012-05-05,795303.970317107
2012-05-06,1059550.33740738
2012-05-07,1159371.66537322
2012-05-08,1171917.87929481
2012-05-09,1441439.52890807
2012-05-10,1127318.46493967
2012-05-11,1386243.60470554
2012-05-12,933251.345870574
2012-05-13,677932.88251935
2012-05-14,1122477.12645931
2012-05-15,1296107.01251562
2012-05-16,1033398.03291927
2012-05-17,1153418.84094082
2012-05-18,1128069.41849863
2012-05-19,1012393.1227444
2012-05-20,1214605.53659245
2012-05-21,1291879.29643989
2012-05-22,1409396.81757414
2012-05-23,1245349.21130298
2012-05-24,881995.39293022
2012-05-25,1060558.50766798
2012-05-26,769451.341749733
2012-05-27,1113589.66758529
2012-05-28,1017767.7867147
2012-05-29,1290488.76519048
2012-05-30,1383851.47205582
2012-05-31,2723269.22981963
2012-06-01,2487947.23562845
2012-06-02,918787.816699308
2012-06-03,1002416.35865675
2012-06-04,1818155.42660163
2012-06-05,1408324.70372012
2012-06-06,1264208.79878904
2012-06-07,1636704.38625431
2012-06-08,1442372.15249667
2012-06-09,1503956.11792514
2012-06-10,1130117.16611393
2012-06-11,1344029.52731572
2012-06-12,1550226.85745057
2012-06-13,1496252.527031
2012-06-14,1373122.5324064
2012-06-15,1717724.01941538
2012-06-16,1711206.54740467
2012-06-17,1543700.03879137
2012-06-18,1571388.44601904
2012-06-19,1458831.23184144
2012-06-20,2099456.75684594
2012-06-21,1371241.47433443
2012-06-22,1856524.95892051
2012-06-23,1043033.67324336
2012-06-24,1897711.77738052
2012-06-25,1689433.19865685
2012-06-26,2416260.76873621
2012-06-27,1730353.13597083
2012-06-28,1541720.63224732
2012-06-29,1200385.04814585
2012-06-30,720209.960407028
2012-07-01,727573.766905382
2012-07-02,1818012.11238643
2012-07-03,2215891.18578546
2012-07-04,1676844.55661538
2012-07-05,1490351.58041972
2012-07-06,1415221.70651341
2012-07-07,1133001.1287448
2012-07-08,1017366.12818041
2012-07-09,1709349.43376526
2012-07-10,2096129.59770286
2012-07-11,1681276.36159398
2012-07-12,2460830.00946394
2012-07-13,2943515.11330958
2012-07-14,2195416.32252747
2012-07-15,1440224.11367693
2012-07-16,2442244.08488635
2012-07-17,4218445.50073921
2012-07-18,3000925.43114379
2012-07-19,2154976.45055751
2012-07-20,2682261.31822111
2012-07-21,2520538.61099836
2012-07-22,1929971.61790449
2012-07-23,2473981.58837939
2012-07-24,2325958.88772519
2012-07-25,2472036.58962123
2012-07-26,2482655.25196392
2012-07-27,2133871.82053314
2012-07-28,1533572.11507183
2012-07-29,2331048.18180908
2012-07-30,2586588.19812753
2012-07-31,4740771.34461794
2012-08-01,3048987.68331347
2012-08-02,3543746.46452765
2012-08-03,3106550.06685142
2012-08-04,1958789.06998619
2012-08-05,2217500.70120407
2012-08-06,2615334.45365305
2012-08-07,2744918.61819045
2012-08-08,2727350.89818083
2012-08-09,3506490.97885516
2012-08-10,2697276.1588804
2012-08-11,2055264.37329574
2012-08-12,1894812.14239114
2012-08-13,3422235.08420338
2012-08-14,3276924.52454479
2012-08-15,3166957.58207304
2012-08-16,4159349.94686876
2012-08-17,4641978.84648256
2012-08-18,4509314.00280313
2012-08-19,13229698.7764277
2012-08-20,7237089.60624992
2012-08-21,4414661.09253345
2012-08-22,4701384.42910237
2012-08-23,3824176.38409345
2012-08-24,3149881.68166626
2012-08-25,2340296.84026876
2012-08-26,2344347.89679161
2012-08-27,4337930.33987476
2012-08-28,3064124.05097324
2012-08-29,3245940.1077389
2012-08-30,2898853.61801495
2012-08-31,5311728.57556571
2012-09-01,2416122.22101574
2012-09-02,2034950.77354509
2012-09-03,2093857.54180865
2012-09-04,3463332.64603999
2012-09-05,3760336.44939337
2012-09-06,3528845.29326258
2012-09-07,2870689.59211944
2012-09-08,2932258.38572519
2012-09-09,6187282.40692305
2012-09-10,5888940.16462701
2012-09-11,4570541.51227447
2012-09-12,3763888.14575047
2012-09-13,4016324.26151976
2012-09-14,3268513.75150849
2012-09-15,2875936.65976257
2012-09-16,4062643.1225367
2012-09-17,4530462.0976479
2012-09-18,3800480.68837892
2012-09-19,4202503.86996861
2012-09-20,4754769.34029782
2012-09-21,7679920.32765494
2012-09-22,2955430.00958449
2012-09-23,2153967.59622347
2012-09-24,4533834.31562086
2012-09-25,3760056.16206531
2012-09-26,3332107.81729653
2012-09-27,4124401.1123424
2012-09-28,4385603.57109052
2012-09-29,3894740.72124222
2012-09-30,3084757.70186329
2012-10-01,3912908.39679031
2012-10-02,4956439.90753772
2012-10-03,4154748.08066316
2012-10-04,3998190.25686855
2012-10-05,4703796.04385636
2012-10-06,2317835.17448837
2012-10-07,3244900.80043638
2012-10-08,4124002.54007453
2012-10-09,3354439.37070163
2012-10-10,2946162.48675345
2012-10-11,3006769.45449897
2012-10-12,3083356.53680376
2012-10-13,2125755.16051706
2012-10-14,2203226.87961337
2012-10-15,2965255.93695383
2012-10-16,4263766.67266375
2012-10-17,3374383.9976223
2012-10-18,3388915.94272883
2012-10-19,2650504.42447819
2012-10-20,4202322.91184087
2012-10-21,2918664.91885251
2012-10-22,3378166.81566594
2012-10-23,4870727.6705021
2012-10-24,4182431.05253092
2012-10-25,5013844.08071819
2012-10-26,6249068.6365548
2012-10-27,3325377.26860067
2012-10-28,1962502.24977416
2012-10-29,2523288.83257699
2012-10-30,5497632.31480953
2012-10-31,4313639.87014714
2012-11-01,3834459.55526331
2012-11-02,3608268.19356844
2012-11-03,2316678.40036497
2012-11-04,2178694.66131549
2012-11-05,3092646.6176246
2012-11-06,5256169.98225272
2012-11-07,3607722.83404031
2012-11-08,2682007.59398355
2012-11-09,2797683.43880034
2012-11-10,1786099.54901031
2012-11-11,1734088.43699466
2012-11-12,1659248.95303024
2012-11-13,2287721.16266646
2012-11-14,2066803.29496251
2012-11-15,3201556.9344267
2012-11-16,5338910.230799
2012-11-17,3252624.59880557
2012-11-18,2957708.86021101
2012-11-19,3826454.62563642
2012-11-20,4122047.71326089
2012-11-21,2998606.71675148
2012-11-22,2942355.31313832
2012-11-23,2455812.90745843
2012-11-24,2718163.33594181
2012-11-25,2406579.67041912
2012-11-26,3091856.03170626
2012-11-27,3986116.6812719
2012-11-28,3645154.31803775
2012-11-29,3280644.80071522
2012-11-30,2848242.87443128
2012-12-01,3563583.26655276
2012-12-02,2429656.11223512
2012-12-03,3894338.10619517
2012-12-04,3778651.56568466
2012-12-05,4461527.1576959
2012-12-06,6083939.99340481
2012-12-07,4037863.60216612
2012-12-08,2779400.01785655
2012-12-09,3160161.49169942
2012-12-10,4456340.00344762
2012-12-11,4962399.59001582
2012-12-12,5321192.18069096
2012-12-13,6002929.23284197
2012-12-14,4228348.10063438
2012-12-15,2388310.78030177
2012-12-16,2071483.43275129
2012-12-17,3403130.02279033
2012-12-18,4246606.96717582
2012-12-19,3528723.71772111
2012-12-20,2788973.65052032
2012-12-21,3508457.11540664
2012-12-22,2490451.72046731
2012-12-23,2115116.6702367
2012-12-24,4031607.47715512
2012-12-25,2173569.31511714
2012-12-26,2984980.75564456
2012-12-27,3042886.89960756
2012-12-28,3150928.59279095
2012-12-29,2905456.82478324
2012-12-30,2447876.86544187
2012-12-31,3964003.58161196
2013-01-01,3147543.19672482
2013-01-02,4504120.84490845
2013-01-03,3440188.994783
2013-01-04,4183737.86509981
2013-01-05,2748429.54335835
2013-01-06,2315982.53868078
2013-01-07,2813060.93821456
2013-01-08,4470162.75427932
2013-01-09,3723599.15913784
2013-01-10,4005278.27131982
2013-01-11,3837367.28730357
2013-01-12,2846136.54555073
2013-01-13,3068670.79301889
2013-01-14,3163708.91280737
2013-01-15,4676128.54138057
2013-01-16,4533463.48090826
2013-01-17,4694768.66417619
2013-01-18,4660661.61950887
2013-01-19,3205049.27080601
2013-01-20,3097011.21157799
2013-01-21,4418285.35155414
2013-01-22,6762169.56529049
2013-01-23,9460039.17588307
2013-01-24,8413903.55155175
2013-01-25,7889949.92646682
2013-01-26,5414990.70137974
2013-01-27,6237419.32399021
2013-01-28,7710023.53333102
2013-01-29,12740618.0000959
2013-01-30,9874531.07071414
2013-01-31,11146245.9218168
2013-02-01,10139244.7053012
2013-02-02,7187712.23058661
2013-02-03,5793496.25807252
2013-02-04,5880058.19312899
2013-02-05,8387390.40222591
2013-02-06,7796247.71179325
2013-02-07,7071220.35573576
2013-02-08,6338076.52307591
2013-02-09,5865202.84883505
2013-02-10,4780495.07753939
2013-02-11,5943730.66520427
2013-02-12,8826126.27578272
2013-02-13,8044500.238714
2013-02-14,8512360.82241731
2013-02-15,8592939.38002208
2013-02-16,6259792.26238812
2013-02-17,7717316.98789063
2013-02-18,7646977.18344772
2013-02-19,8199600.19621238
2013-02-20,10090733.338102
2013-02-21,8578368.87714701
2013-02-22,10131873.1430453
2013-02-23,9807361.09083474
2013-02-24,9869437.6081046
2013-02-25,11846604.9969196
2013-02-26,9923408.74203355
2013-02-27,8976214.84832343
2013-02-28,12936089.0483547
2013-03-01,9654317.54954813
2013-03-02,9160939.28028332
2013-03-03,5271173.97663914
2013-03-04,11675055.1644964
2013-03-05,11927470.1242744
2013-03-06,19081274.2095311
2013-03-07,16399668.3375806
2013-03-08,10922783.5643237
2013-03-09,8915134.07733344
2013-03-10,9528877.48248166
2013-03-11,10672432.3266598
2013-03-12,15280493.576302
2013-03-13,14174861.0679281
2013-03-14,12870446.9068233
2013-03-15,12840375.2898832
2013-03-16,8217603.02252552
2013-03-17,7725178.08314769
2013-03-18,11763367.8603972
2013-03-19,18743437.9065889
2013-03-20,18591990.0768134
2013-03-21,25495028.9112789
2013-03-22,21781825.3793683
2013-03-23,17212923.9047035
2013-03-24,12707910.0313824
2013-03-25,24754704.5957745
2013-03-26,20391880.6267102
2013-03-27,22437948.4228465
2013-03-28,32555115.4690029
2013-03-29,27287140.4260621
2013-03-30,20775826.0210345
2013-03-31,14592672.3451428
2013-04-01,28568627.1052029
2013-04-02,42571232.9375923
2013-04-03,56765752.0467344
2013-04-04,39009663.9036864
2013-04-05,35524194.7332331
2013-04-06,28360358.2623383
2013-04-07,26995427.9670427
2013-04-08,59180982.5247459
2013-04-09,86872978.8851521
2013-04-10,138536986.03223
2013-04-11,96431386.7357821
2013-04-12,57698469.5685943
2013-04-13,28158775.7724955
2013-04-14,20480491.368634
2013-04-15,32239647.271985
2013-04-16,36897674.7879628
2013-04-17,24266568.9582535
2013-04-18,23973587.3786254
2013-04-19,26871098.7954289
2013-04-20,21863000.5883844
2013-04-21,22176330.9340421
2013-04-22,20874218.5591197
2013-04-23,24914192.3572014
2013-04-24,40114557.7673234
2013-04-25,46028218.1722704
2013-04-26,34790679.9062679
2013-04-27,34771447.6261829
2013-04-28,17955087.5594446
2013-04-29,49332354.0428592
2013-04-30,33042882.9751215
2013-05-01,41742164.0089215
2013-05-02,38699867.3124948
2013-05-03,33276879.8663023
2013-05-04,18759073.1537338
2013-05-05,22906377.1432211
2013-05-06,36472732.2521527
2013-05-07,49746762.5641563
2013-05-08,38427301.4926658
2013-05-09,20597160.8468372
2013-05-10,25122024.5341666
2013-05-11,26547866.4977088
2013-05-12,34487421.9462143
